dataset,field_id,type,description,coverage,alphaCount,userCount,score
pv1,close,MATRIX,Daily close price,1.0,602986,57208,287.8688417042871
pv1,cap,MATRIX,Daily market capitalization (in millions),1.0,426116,35742,282.0452409780711
pv1,returns,MATRIX,Daily returns,1.0,388918,38536,281.5081342356473
pv1,volume,MATRIX,Daily volume,1.0,359894,40025,280.9220986219142
pv1,sector,GROUP,Sector grouping,1.0,387841,28314,279.9392680844937
pv1,subindustry,GROUP,Subindustry grouping,1.0,324715,35081,279.2342796183377
pv1,industry,GROUP,Industry grouping,1.0,276675,31873,277.15375380185213
pv1,market,GROUP,Market grouping,1.0,162658,20403,269.61154383430335
pv1,adv20,MATRIX,Average daily volume in past 20 days,1.0,109445,19760,265.48919344569373
pv1,vwap,MATRIX,Daily volume weighted average price,1.0,72805,20441,261.58227091815564
pv1,high,MATRIX,Daily high price,1.0,60783,15635,258.4374748888383
pv1,open,MATRIX,Daily open price,1.0,59107,13831,257.54491571705086
pv1,low,MATRIX,Daily low price,1.0,53253,14815,256.84559676564373
pv1,exchange,GROUP,Exchange grouping,1.0,50150,2930,248.14343203726187
socialmedia12,scl12_buzz,MATRIX,relative sentiment volume,1.0,22083,14670,247.99422660973755
pv1,sharesout,MATRIX,Daily outstanding shares (in millions),1.0,31681,7036,247.9297258623207
analyst4,anl4_adjusted_netincome_ft,MATRIX,Adjusted net income - forecast type (revision/new/...),0.8706,51888,26336,246.52227137437302
pv1,split,MATRIX,Stock split ratio,1.0,19575,4118,240.4374245234055
pv1,country,GROUP,Country grouping,1.0,20931,3405,240.15681298103414
pv13,pv13_r2_min2_3000_sector,GROUP,grouping fields,1.0,19420,3729,239.8619199014438
pv13,pv13_h_min2_3000_sector,GROUP,grouping fields,1.0,19763,3435,239.62649021517714
option9,pcr_oi_270,MATRIX,"Ratio of put open interest to call open interest for options expiring in 270 days, indicating longer-term position skew",0.9838,14126,8956,239.4393845314926
option8,implied_volatility_call_270,MATRIX,Implied volatility of the at-the-money call for the stock with an expiration 270 calendar days from the measurement date,0.9729,14480,9737,239.01488242699924
option8,implied_volatility_put_270,MATRIX,Implied volatility of the at-the-money put for the stock with an expiration 270 calendar days from the measurement date,0.9727,13895,9626,238.52519772809922
pv1,dividend,MATRIX,Dividend,1.0,12636,4764,236.78910705802832
option8,implied_volatility_call_120,MATRIX,Implied volatility of the at-the-money call for the stock with an expiration 120 calendar days from the measurement date,0.9729,13514,6731,236.47869236365898
pv13,pv13_r2_min20_3000_sector,GROUP,grouping fields,1.0,11680,2818,233.37787614712752
analyst4,anl4_ebit_value,MATRIX,Earnings before interest and taxes - announced financial value,0.9483,16610,3637,233.00415085030113
pv13,pv13_h_min2_focused_pureplay_3000_sector,GROUP,grouping fields,1.0,11474,2435,232.46982349343642
socialmedia12,snt_buzz,MATRIX,"Negative relative sentiment volume measure for current day, with missing values filled as 0",1.0,9646,3286,232.23267552002665
analyst4,anl4_ptp_flag,MATRIX,Pretax income - forecast type (revision/new/...),0.8289,26234,10190,230.7847980453516
option8,implied_volatility_call_1080,MATRIX,Implied volatility of the at-the-money call for the stock with an expiration 1080 calendar days from the measurement date,0.9729,8856,3733,229.30581047860417
model51,unsystematic_risk_last_360_days,MATRIX,"The portion of return variance not explained by SPY (idiosyncratic risk), calculated as 1 minus R² over the last 360 calendar days",0.937,12199,3765,228.96075585329896
analyst4,anl4_tbve_ft,MATRIX,Tangible Book Value per Share - forecast type (revision/new/...),0.9305,10582,5617,228.88869722925818
analyst4,anl4_epsr_flag,MATRIX,"GAAP Earnings - estimation type (revision/new/...), per share",0.8742,15123,7360,228.18013701040178
option8,implied_volatility_call_180,MATRIX,Implied volatility of the at-the-money call for the stock with an expiration 180 calendar days from the measurement date,0.9729,7637,3912,228.05920878890666
option8,implied_volatility_call_60,MATRIX,Implied volatility of the at-the-money call for the stock with an expiration 60 calendar days from the measurement date,0.9729,7617,3830,227.92709719388873
option8,implied_volatility_put_120,MATRIX,"At-the-money implied volatility of put options with 120 calendar days to expiration, annualized decimal",0.9727,7676,3687,227.79403917166144
analyst4,anl4_netdebt_flag,MATRIX,Net debt - forecast type (revision/new/...),0.8602,16615,6743,227.2832561539679
analyst4,anl4_netprofit_flag,MATRIX,Net profit - forecast type (revision/new/...),0.8778,13716,6675,227.0752836086927
socialmedia12,snt_buzz_bfl,MATRIX,"Negative relative sentiment volume measure for current day, with missing values filled as 1",1.0,6118,2743,226.77739957885427
option8,implied_volatility_put_180,MATRIX,"At-the-money implied volatility of put options with 180 calendar days to expiration, annualized decimal",0.9727,6626,3648,226.2701171030645
option8,implied_volatility_mean_10,MATRIX,The average of IvCall10 and IvPut10,0.9688,7273,2998,225.83078714921442
analyst4,anl4_ptpr_flag,MATRIX,Reported Pretax income - forecast type (revision/new/...),0.9008,10386,5118,225.266674964566
analyst4,anl4_bvps_flag,MATRIX,Book value per share - forecast type (revision/new/...),0.8223,17862,7928,225.02627915085083
socialmedia8,snt_social_value,MATRIX,Z-score of sentiment,1.0,5331,2497,224.93104526641363
analyst4,anl4_gric_flag,MATRIX,Gross income - forecast type (revision/new/...),0.8951,10160,5536,224.86916199897362
analyst4,anl4_ffo_flag,MATRIX,Funds from Operation - forecast type (revision/new/...),1.0,6302,1734,224.78162335703587
socialmedia8,snt_social_volume,MATRIX,Normalized tweet volume,1.0,5181,2205,224.02414461028778
pv13,rel_num_all,MATRIX,number of the companies whose product overlapped with the instrument,0.9939,5393,2134,223.6515346653104
analyst4,actuals_value_currency_code,MATRIX,Pricing Currency where the security trades,1.0,4274,3003,223.64389387812875
option8,implied_volatility_call_150,MATRIX,Implied volatility of the at-the-money call for the stock with an expiration 150 calendar days from the measurement date,0.9729,5685,2712,223.2766744854041
socialmedia12,scl12_buzzvec,VECTOR,Vector representing the volume of social media sentiment/mentions related to the instrument,1.0,4283,2619,222.9810722994521
option8,implied_volatility_put_60,MATRIX,Implied volatility of the at-the-money put for the stock with an expiration 60 calendar days from the measurement date,0.9727,5229,2976,222.88502237566857
option8,parkinson_volatility_120,MATRIX,Historical Parkinson volatility for approximately 120 calendar days,0.9801,4849,2680,222.3470655304951
pv13,pv13_h_f1_sector,GROUP,grouping fields,0.9989,5236,1546,222.2454051956602
option8,implied_volatility_call_30,MATRIX,Implied volatility of the at-the-money call for the stock with an expiration 30 calendar days from the measurement date,0.9729,4991,2229,220.99470342276345
option8,implied_volatility_call_10,MATRIX,Implied volatility of the at-the-money call for the stock with an expiration 10 calendar days from the measurement date,0.9729,4802,2392,220.9614754561901
option8,implied_volatility_put_150,MATRIX,"At-the-money implied volatility of put options with 150 calendar days to expiration, annualized decimal",0.9727,4835,2335,220.8894088370874
option8,historical_volatility_180,MATRIX,Historical close-to-close volatility for approximately 180 calendar days,0.9796,4665,2130,220.76230768630683
socialmedia12,snt_buzz_ret,MATRIX,negative return of relative sentiment volume,1.0,4047,1866,220.72022282738163
pv1,currency,GROUP,Currency,1.0,4275,1624,220.57404819526855
analyst4,anl4_flag_erbfintax,MATRIX,Earnings before interest and taxes - forecast type (revision/new/...),0.8184,12623,6909,220.47717501466514
option8,historical_volatility_120,MATRIX,Historical close-to-close volatility for approximately 120 calendar days,0.98,4457,2161,220.4185001304539
analyst4,anl4_rd_exp_flag,MATRIX,Research and Development Expense - forecast type (revision/new/...),0.9754,4226,2394,219.93817055489296
analyst4,min_adjusted_net_income_guidance,MATRIX,Adjusted net income - minimum guidance value,1.0,3181,2522,219.81867183218262
option8,implied_volatility_call_90,MATRIX,Implied volatility of the at-the-money call for the stock with an expiration 90 calendar days from the measurement date,0.9729,4703,1946,219.7219099226456
option8,implied_volatility_put_90,MATRIX,Implied volatility of the at-the-money put for the stock with an expiration 90 calendar days from the measurement date,0.9727,4386,2038,219.2350828645344
model51,unsystematic_risk_last_90_days,MATRIX,"The portion of return variance not explained by SPY (idiosyncratic risk), calculated as 1 minus R² over the last 90 calendar days",0.9619,4631,2229,219.14622451479914
analyst4,anl4_totassets_flag,MATRIX,Total Assets - forecast type (revision/new/...),0.8122,13174,5355,219.01062726815093
pv13,pv13_reveremap,MATRIX,Mapping data,0.9924,3877,1678,219.00051664341368
socialmedia12,scl12_sentiment,MATRIX,sentiment,1.0,3711,1544,218.90715688572013
option8,implied_volatility_call_360,MATRIX,Implied volatility of the at-the-money call for the stock with an expiration 360 calendar days from the measurement date,0.9729,4172,2086,218.87131934130153
news12,nws12_afterhsz_sl,VECTOR,Whether a long or short position would have been more advantageous: If (EODHigh - Last) > (Last - EODLow) Then LS = 1; If (EODHigh - Last) = (Last - EODLow) Then LS = 0; If (EODHigh - Last) < (Last - EODLow) Then LS = -1.,0.707,22448,13774,218.54306665759026
option8,implied_volatility_mean_120,MATRIX,The average of IvCall120 and IvPut120,0.9688,3884,2371,218.38622642860554
option8,implied_volatility_put_30,MATRIX,Implied volatility of the at-the-money put for the stock with an expiration 30 calendar days from the measurement date,0.9727,3952,1819,217.62525953332104
analyst4,anl4_cff_flag,MATRIX,Cash Flow From Financing Activities - forecast type (revision/new/...),0.8244,8781,6175,216.8867249697397
analyst4,anl4_ebitda_value,MATRIX,"Earnings before interest, taxes, depreciation and amortization - announced financial value",0.8133,15153,2392,216.49171346445507
option8,implied_volatility_call_720,MATRIX,Implied volatility of the at-the-money call for the stock with an expiration 720 calendar days from the measurement date,0.9729,3483,1796,216.3187328136417
option9,pcr_oi_180,MATRIX,"Ratio of total put option open interest to call option open interest for options expiring in 180 days, representing longer-term positioning",0.9838,2918,1860,215.81430999175242
analyst4,anl4_capex_flag,MATRIX,Capital Expenditures - forecast type (revision/new/...),0.8506,7258,3633,214.95041981762898
pv13,pv13_revere_key_sector_total,MATRIX,Number of key focus sectors for the company,0.9334,4055,2209,214.92326442526922
pv13,pv13_h2_sector,GROUP,grouping fields,1.0,2798,1220,214.90730226570807
option8,implied_volatility_put_360,MATRIX,Implied volatility of the at-the-money put for the stock with an expiration 360 calendar days from the measurement date,0.9727,3154,1654,214.89521918880894
option8,parkinson_volatility_180,MATRIX,Historical Parkinson volatility for approximately 180 calendar days,0.9796,3015,1502,214.65295924004334
analyst4,anl4_qf_az_eps_number,MATRIX,Earnings per share - number of estimations,0.7848,11515,5059,214.64053532872822
socialmedia12,snt_value,MATRIX,"Negative sentiment score/indicator for current day, with missing values filled as 0",1.0,2758,1025,213.89335087082645
pv13,rel_ret_all,MATRIX,Averaged one-day return of the companies whose product overlapped with the instrument,0.9613,3001,1692,213.37162703259978
option8,implied_volatility_put_10,MATRIX,"At-the-money implied volatility of put options with 10 calendar days to expiration, annualized decimal",0.9727,2936,1337,213.11609551542705
analyst4,anl4_netprofit_number,MATRIX,Net profit - number of estimations,0.7667,10304,6467,212.94695603673057
option8,implied_volatility_put_720,MATRIX,Implied volatility of the at-the-money put for the stock with an expiration 720 calendar days from the measurement date,0.9727,2618,1594,212.84862352117182
analyst4,sales_estimate_count,MATRIX,Sales - number of estimations,1.0,2007,1529,212.7140598800486
option8,historical_volatility_10,MATRIX,Historical close-to-close volatility for approximately 10 calendar days,0.9808,2737,1200,212.68437916888385
news12,news_pe_ratio,MATRIX,Reported price-to-earnings ratio for the calendar day of the session,0.9662,2977,1341,212.6196537200977
option8,historical_volatility_60,MATRIX,Historical close-to-close volatility for approximately 60 calendar days,0.9805,2715,1186,212.51507685983418
analyst4,anl4_tot_gw_ft,MATRIX,Total Goodwill - forecast type (revision/new/...),0.8515,7397,1960,212.14569885490573
analyst4,est_eps,MATRIX,Earnings per share - mean of estimations,0.7848,8920,5000,212.02859912623236
option8,implied_volatility_mean_180,MATRIX,The average of IvCall180 and IvPut180,0.9688,2547,1515,211.9297929979321
option9,call_breakeven_10,MATRIX,"Price at which a stock's call options with expiration 10 days in the future break even based on its recent bid/ask mean, weighted by open interest or volume",0.9824,2516,1181,211.92304594118337
pv13,pv13_custretsig_retsig,MATRIX,Sign of customer return,0.9276,3726,1606,211.90421082348013
analyst4,sales_estimate_count_quarterly,MATRIX,Sales - number of estimations,1.0,1858,1433,211.61905498301226
model77,mdl177_garpanalystmodel_qgp_vfpriceratio,MATRIX,Value to Price Rank,1.0,2260,880,211.1409128524606
option8,implied_volatility_put_1080,MATRIX,"At-the-money implied volatility of put options with 1080 calendar days to expiration, annualized decimal",0.9727,2387,1297,210.8950142314451
pv13,pv13_1l_scibr,GROUP,grouping fields,0.9385,3303,1339,210.88101581113347
news12,news_tot_ticks,MATRIX,Total number of ticks during the trading day,0.9691,2608,1082,210.51467408637222
option8,historical_volatility_150,MATRIX,Historical close-to-close volatility for approximately 150 calendar days,0.9798,2362,1050,210.44435962625383
option8,implied_volatility_call_20,MATRIX,Implied volatility of the at-the-money call for the stock with an expiration 20 calendar days from the measurement date,0.9729,2371,1194,210.43439492300422
analyst4,anl4_cfi_flag,MATRIX,Cash Flow From Investing - forecast type (revision/new/...),0.8287,5427,4035,210.3783071169151
analyst4,anl4_ebitda_flag,MATRIX,"Earnings before interest, taxes, depreciation and amortization - forecast type (revision/new/...)",0.8633,4464,2944,210.30956541353441
pv13,pv13_revere_term_sector_total,MATRIX,Number of terminal sectors for the company,0.9334,3337,1276,210.2326153223805
analyst4,max_adjusted_net_income_guidance,MATRIX,The maximum guidance value for Adjusted net income.,1.0,1665,1342,210.19511420988408
analyst4,anl4_fcf_flag,MATRIX,Free cash flow - forecast type (revision/new/...),0.859,4228,2993,209.41903619962278
analyst4,anl4_cfo_flag,MATRIX,Cash Flow From Operations - forecast type (revision/new/...),0.8269,5022,3800,209.12292378244666
news12,news_cap,MATRIX,Reported total market capitalization for the calendar day of the session,0.8272,6894,1946,208.975742929135
analyst4,anl4_epsr_value,MATRIX,GAAP Earnings per share - announced financial value,0.9904,1864,1010,208.94363941588148
option8,implied_volatility_mean_150,MATRIX,The average of IvCall150 and IvPut150,0.9688,2070,1177,208.5957354350135
option9,call_breakeven_20,MATRIX,"Open-interest-weighted average breakeven price of call options expiring in 20 days, representing the price at which call buyers break even",0.9824,1821,1152,208.56751337954435
option8,historical_volatility_90,MATRIX,Historical close-to-close volatility for approximately 90 calendar days,0.9803,2047,927,208.441348525525
analyst4,anl4_qfd1_az_eps_number,MATRIX,Earnings per share - number of estimations,0.7848,6845,4010,208.27817751975158
option8,implied_volatility_mean_90,MATRIX,The average of IvCall90 and IvPut90,0.9688,1966,1190,208.13539103066708
model51,systematic_risk_last_90_days,MATRIX,"The portion of the security’s return variance attributed to systematic (market) risk, quantified as R² from a regression on SPY, over the last 90 calendar days",0.9619,2113,1163,208.05145980575872
model51,unsystematic_risk_last_60_days,MATRIX,"The portion of return variance not explained by SPY (idiosyncratic risk), calculated as 1 minus R² over the last 60 calendar days",0.9637,2171,1002,207.75779075034797
option8,parkinson_volatility_90,MATRIX,Historical volatility using the Parkinson high–low estimator over approximately the past 90 calendar days,0.9803,1901,934,207.7393450774968
model77,mdl177_fangma_gpam_usa_fangma_gpam11,MATRIX,A composite or specialized metric summarizing growth or profitability characteristics for a group of prominent technology firms.,1.0,1866,648,207.69804501893768
option8,historical_volatility_30,MATRIX,Historical close-to-close volatility for approximately 30 calendar days,0.9807,1864,940,207.61487901870606
option8,implied_volatility_mean_60,MATRIX,The average of IvCall60 and IvPut60,0.9688,1863,1152,207.43541255380066
news12,nws12_mainz_01p,VECTOR,The minimum of L or S above for 10-minute bucket,0.9741,2168,755,207.3704219891664
pv13,rel_num_part,MATRIX,number of the instrument's partners,0.7837,7402,2747,207.05954929114216
pv13,pv13_com_rk_au,MATRIX,the HITS authority score of competitors,0.9051,2840,1561,206.79772547054003
option8,historical_volatility_20,MATRIX,Historical close-to-close volatility for approximately 20 calendar days,0.9807,1774,880,206.7908451487761
option8,parkinson_volatility_150,MATRIX,Historical Parkinson volatility for approximately 150 calendar days,0.9798,1869,794,206.708647671758
news12,news_spy_close,MATRIX,SPY price at session close,0.9717,1922,881,206.69737773592175
option8,implied_volatility_put_20,MATRIX,"At-the-money implied volatility of put options with 20 calendar days to expiration, annualized decimal",0.9727,1848,933,206.69138450501546
option9,pcr_oi_120,MATRIX,"Ratio of total put option open interest to total call option open interest for options expiring in 120 days, indicating longer-term put-call positioning",0.9838,1877,723,206.68358355961067
model51,beta_last_60_days_spy,MATRIX,"The rolling beta value of the security relative to SPY, calculated via regression over the last 60 calendar days, representing market sensitivity",0.9752,1874,851,206.6215720181917
pv13,pv13_new_1l_scibr,GROUP,grouping fields,0.9896,1541,904,206.40803025973236
option8,parkinson_volatility_10,MATRIX,Historical Parkinson volatility for approximately 10 calendar days,0.9808,1813,770,206.35133817456747
news12,news_mins_20_chg,MATRIX,The minimum of L or S above for 20-minute bucket,0.9142,2769,1214,206.19852277068708
model51,correlation_last_60_days_spy,MATRIX,"The Pearson correlation coefficient of daily log returns between the security and SPY, calculated over the most recent 60 calendar days",0.9752,1692,949,206.14488374430428
analyst4,anl4_qfv4_eps_number,MATRIX,Earnings per share - number of estimations,1.0,1289,993,206.13266100684007
option8,implied_volatility_mean_30,MATRIX,The average of IvCall30 and IvPut30,0.9688,1758,988,206.0884791054891
option8,parkinson_volatility_60,MATRIX,Historical volatility using the Parkinson high–low estimator over approximately the past 60 calendar days,0.9805,1775,766,206.08362324235745
option9,pcr_oi_150,MATRIX,"Ratio of total put option open interest to total call option open interest for options expiring in 150 days, indicating longer-term put-call positioning",0.9838,1515,980,206.06116795984997
option8,parkinson_volatility_20,MATRIX,Historical volatility using the Parkinson high–low estimator over approximately the past 20 calendar days,0.9807,1777,723,205.8264011226671
pv13,pv13_hierarchy23_sector,GROUP,grouping fields,1.0,1320,864,205.67509057988266
news12,news_atr14,MATRIX,14-day Average True Range,0.8947,3915,760,205.37142682581242
analyst4,anl4_netprofit_value,MATRIX,Net profit- announced financial value,1.0,1584,558,205.31414422888932
option8,parkinson_volatility_30,MATRIX,Historical volatility using the Parkinson high–low estimator over approximately the past 30 calendar days,0.9807,1638,687,204.757359977105
news12,news_spy_last,MATRIX,SPY last price at the time of the news,0.9718,1641,755,204.3569097810214
option9,pcr_oi_10,MATRIX,"Ratio of put open interest to call open interest for options expiring in 10 days, indicating short-term positioning",0.9838,1567,650,204.34811022014637
news12,nws12_prez_4l,VECTOR,Number of minutes that elapsed before price went up 4 percentage points,0.9199,2082,1312,204.3059937841237
analyst4,anl4_afv4_eps_mean,MATRIX,Earnings per share - mean of estimations for annual frequency,1.0,1313,662,204.29218694137487
model77,book_leverage_ratio_3,MATRIX,Book leverage ratio; total assets divided by book equity,1.0,1287,680,204.22627059739054
model77,mdl177_2_sensitivityfactor400_ttmocfev,MATRIX,Trailing 12-month operating cash flow per share divided by enterprise value per share; a valuation and quality metric,1.0,1457,521,204.13654706509922
pv13,rel_ret_comp,MATRIX,Averaged one-day return of the competing companies,0.8228,4028,2322,204.0458085157655
pv13,pv13_com_page_rank,MATRIX,the PageRank of competitors,0.9051,2296,1369,204.01642212100182
analyst4,anl4_ptp_value,MATRIX,Pretax income- announced financial value,0.9431,1648,1186,203.7851651986443
news12,news_eps_actual,MATRIX,Actual Earnings Per Share reported in the news release,0.9646,1693,708,203.6277563847806
model51,beta_last_30_days_spy,MATRIX,"The rolling beta value of the security relative to SPY, calculated via regression over the last 30 calendar days, representing market sensitivity",0.9765,1531,670,203.53713918786377
news12,news_eod_close,MATRIX,Session closing price,0.8778,2980,1252,203.44662071126106
option9,pcr_oi_90,MATRIX,"Ratio of put open interest to call open interest for options expiring in 90 days, reflecting longer-term positioning",0.9838,1543,551,203.3690575372327
news12,news_max_dn_ret,MATRIX,Percent change from price at time of news to lowest price after news,0.9704,1549,693,203.21246190166696
option8,implied_volatility_mean_skew_90,MATRIX,Skew steepness for the implied volatility duration of 90 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,0.9508,1516,1064,203.17855018420295
analyst4,anl4_fsdetailrecv4v104_item,VECTOR,Financial item,0.8025,5304,1655,203.07485218520685
option8,implied_volatility_mean_skew_360,MATRIX,Skew steepness for the implied volatility duration of 360 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,0.9508,1569,962,203.01857604241414
news12,news_pct_1min,MATRIX,Percent change in price during the first minute following the news release,0.9717,1266,954,202.92262850561505
option8,implied_volatility_mean_360,MATRIX,The average of IvCall360 and IvPut360,0.9688,1372,856,202.89472365066862
option9,pcr_oi_60,MATRIX,"Ratio of put open interest to call open interest for options expiring in 60 days, reflecting medium-to-long term option positioning",0.9838,1366,624,202.7724966159215
news12,news_mins_20_pct_dn,MATRIX,Number of minutes that elapsed before price went down 20 percentage points,0.9678,1440,756,202.65774222718247
model77,mdl177_fangma_rvm_usa_fangma_rvm6,MATRIX,"Relative value model 6 for FANGMA (Facebook, Apple, Netflix, Google, Mircosoft, Amazon)",1.0,1374,430,202.59263055152545
analyst4,anl4_ptp_number,MATRIX,Pretax Income - number of estimations,0.7327,6496,3971,202.49608323463065
pv13,rel_num_comp,MATRIX,number of the instrument's competitors,0.8902,2304,1334,202.43179240847925
pv13,pv13_3l_scibr,GROUP,grouping fields,0.9385,1682,941,202.37335831478987
model51,beta_last_90_days_spy,MATRIX,"The rolling beta value of the security relative to SPY, calculated via regression over the last 90 calendar days, representing market sensitivity",0.9734,1499,587,202.35583861039612
model77,mdl177_5shortsentimentfactor_act_util,MATRIX,Actual Utilization Rate: the real observed proportion of shares lent out (actively used for short selling) versus available supply,1.0,1160,575,202.35090812045837
pv13,pv13_revere_city,MATRIX,City code,0.9382,1706,915,202.34500905131506
model51,beta_last_360_days_spy,MATRIX,"The rolling beta value of the security relative to SPY, calculated via regression over the last 360 calendar days, representing market sensitivity",0.9482,1549,860,202.0705746212716
analyst4,anl4_afv4_eps_high,MATRIX,Earnings per share - The highest estimation,1.0,1020,694,202.0049374094706
news12,nws12_prez_57p,VECTOR,The minimum of L or S above for 7.5-minute bucket,0.9199,1950,940,201.985689104158
model77,mdl177_2_garpanalystmodel_qgp_capeff,MATRIX,"Measurement of how efficiently a company utilizes its capital/resources, ranked relative to peers",0.9658,1668,504,201.90259138299515
news12,news_max_dn_amt,MATRIX,Price at the time of the news minus the after-news low,0.9704,1648,465,201.8401713962242
model51,correlation_last_360_days_spy,MATRIX,"The Pearson correlation coefficient of daily log returns between the security and SPY, calculated over the most recent 360 calendar days",0.9482,1521,842,201.7826401742256
model51,systematic_risk_last_60_days,MATRIX,"The portion of the security’s return variance attributed to systematic (market) risk, quantified as R² from a regression on SPY, over the last 60 calendar days",0.9637,1367,761,201.76078376025816
model77,mdl177_2_5yearrelativevaluefactor_rel5yfwdep,MATRIX,"5-year Relative Leading 12-Month Earnings Yield: next 4-quarter consensus analyst earnings-to-price ratio minus the 60-month average, scaled by the standard deviation",0.8515,3412,1142,201.71052780804112
option9,pcr_oi_1080,MATRIX,"Ratio of put option open interest to call option open interest for stock options expiring in 1080 days, representing longer-term positioning",0.9838,1229,609,201.5949892695014
news12,nws12_mainz_01l,VECTOR,Number of minutes that elapsed before price went up 10 percentage points,0.9741,1322,629,201.51517073807744
model51,unsystematic_risk_last_30_days,MATRIX,"The portion of return variance not explained by SPY (idiosyncratic risk), calculated as 1 minus R² over the last 30 calendar days",0.965,1445,612,201.35738870686816
news12,news_indx_perf,MATRIX,Difference in percent return between the stock and the S&P 500 ETF over the session: ((EODClose - TONLast) / TONLast) - ((SPYClose - SPYLast) / SPYLast),0.9713,1512,481,201.23821770813655
analyst4,anl4_epsr_number,MATRIX,GAAP Earnings per share - number of estimations,0.7153,6353,4514,201.17420047755004
analyst4,anl4_fsdtlestmtafv4_item,VECTOR,Financial item,0.7902,4145,2366,201.16588597752715
option8,implied_volatility_mean_20,MATRIX,The average of IvCall20 and IvPut20,0.9688,1319,636,201.01771843366495
option8,implied_volatility_mean_skew_1080,MATRIX,Skew steepness for the implied volatility duration of 1080 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,0.9508,1392,817,201.0064614208118
news12,news_max_up_ret,MATRIX,Percent change from price at time of news to highest price after news,0.8458,2730,1643,200.72866909281765
pv13,pv13_revere_country,MATRIX,Country code,0.9573,1340,731,200.72061140262335
option8,implied_volatility_mean_1080,MATRIX,The average of IvCall1080 and IvPut1080,0.9688,1233,675,200.64112742486816
analyst4,earnings_per_share_estimate_count,MATRIX,Earnings per share - number of estimations,1.0,868,696,200.40735830645656
option8,implied_volatility_mean_720,MATRIX,The average of IvCall720 and IvPut720,0.9688,1152,730,200.35329250143948
option9,pcr_oi_360,MATRIX,Ratio of total put option open interest to call option open interest for options expiring in 360 days,0.9838,1142,539,200.2519623357397
analyst4,anl4_totassets_number,MATRIX,Total Assets - number of estimations,0.7213,5945,3740,200.17028120732118
option8,implied_volatility_mean_270,MATRIX,The average of IvCall270 and IvPut270,0.9688,1137,722,200.16732225765656
news12,news_high_exc_stddev,MATRIX,"Standardized measure of price movement from end-of-day high to last price in the time-of-news window, divided by 30-day closing price standard deviation",0.9652,1361,519,199.95623892497193
model51,correlation_last_30_days_spy,MATRIX,"The Pearson correlation coefficient of daily log returns between the security and SPY, calculated over the most recent 30 calendar days",0.9765,1201,530,199.94123125716123
analyst4,anl4_fsdetailltv4v104_item,VECTOR,Financial item,0.7968,3454,2310,199.8829554133896
pv13,pv13_ompetitorgraphrank_hub_rank,MATRIX,the HITS hub score of competitors,0.9051,1718,1054,199.81146028337932
news12,news_eod_high,MATRIX,Highest price from the time of news to end of session,0.9707,1328,472,199.7872975295921
news18,nws18_bam,VECTOR,"Mergers and acquisitions sentiment indicator (e.g., -1 negative, 0 neutral, +1 positive)",1.0,1055,408,199.6910104228761
option9,call_breakeven_1080,MATRIX,Price at which a stock's call options with expiration 1080 days in the future break even based on its recent bid/ask mean.,0.9824,1138,486,199.56038024988476
news12,news_mins_5_chg,MATRIX,"Minimum value among L or S for each minute bucket, indicating the fastest reaction time at the 5th percentile",0.9671,1452,399,199.48117937124275
model51,systematic_risk_last_360_days,MATRIX,"The portion of the security’s return variance attributed to systematic (market) risk, quantified as R² from a regression on SPY, over the last 360 calendar days",0.937,1368,816,199.44655372718452
news18,nws18_event_relevance,VECTOR,Integer from 0 to 100 indicating the event’s relevance within the story,1.0,935,494,199.43894357761937
option9,put_breakeven_10,MATRIX,"Open interest-weighted mean breakeven price for put options expiring in 10 days, average price at which put buyers break even",0.9795,1015,631,199.43073325211859
option8,implied_volatility_mean_skew_180,MATRIX,Skew steepness for the implied volatility duration of 180 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,0.9508,1202,796,199.41001055369787
analyst4,anl4_af_eps_value,MATRIX,Earnings Per Share - Actual Value,0.9956,824,665,199.22028221604873
option8,implied_volatility_mean_skew_270,MATRIX,Skew steepness for the implied volatility duration of 270 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,0.9508,1143,801,198.93840475873
news12,news_eod_vwap,MATRIX,VWAP from the time of news to the end of the session,0.9673,1102,619,198.9364875827307
option9,forward_price_10,MATRIX,Synthetic forward price for the underlying at 10 days derived from put-call parity using ATM options and adjusted for interest rates and dividends,0.9796,1078,492,198.8004455227948
news12,news_low_exc_stddev,MATRIX,"Standardized measure of price movement from last price in time-of-news window to end-of-day low, divided by 30-day closing price standard deviation",0.9707,1177,493,198.79841122805493
option8,implied_volatility_mean_skew_720,MATRIX,Skew steepness for the implied volatility duration of 720 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,0.9508,1146,769,198.76100374553235
