dataset,field_id,type,description,coverage,alphaCount,userCount,score
model77,mdl177_valueanalystmodel_qva_finstmt,MATRIX,Rank based on composite assessment of financial statements,0.9876,143,84,170.67138927821162
analyst4,anl4_basicconafv110_numest,VECTOR,The number of forecasts counted in aggregation,0.7343,707,551,170.62218116832264
analyst4,anl4_gric_low,MATRIX,Gross income - The lowest estimation,0.6026,2004,955,170.60778296266372
model77,mdl177_v1_400_ttmaccu,MATRIX,"Accounting accruals: trailing 12-month net income minus trailing 12-month operating cash flow, scaled by beginning total assets; measures quality of earnings",1.0,148,60,170.59383238032115
analyst4,anl4_ptp_mean,MATRIX,Pretax income - mean of estimations,0.7327,807,434,170.59235074065438
model77,earnings_expectation_module_score,MATRIX,Earnings Expectations (submodule of Momentum Analyst II),1.0,140,67,170.58513742966224
model77,mdl177_fa_chgnpm,MATRIX,One-year change in net profit margin (most recent quarterly NPM minus four quarters ago),0.9565,220,65,170.57990072530964
analyst4,dividend_max_guidance_quarterly,MATRIX,Maximum guidance value for Dividend per share,1.0,114,101,170.57418535005388
analyst4,min_stock_option_expense_guidance,MATRIX,Stock option expense - minimum guidance value,1.0,114,101,170.57418535005388
model77,mdl177_historicalgrowthfactor_chgocfp_alt,MATRIX,"Difference between most recent trailing 12-month operating cash flow per share and 4 quarters ago, divided by trading price",0.9995,187,37,170.50235042693143
model77,mdl177_2_sensitivityfactor400_inflation,MATRIX,Inflation Sensitivity,0.9819,212,41,170.49126974851112
model77,capex_to_total_assets,MATRIX,TTM capital expenditure divided by total assets; measure of investment intensity,0.989,145,76,170.45509332635177
model77,mdl177_2_managementqualityfactor_capdistp,MATRIX,Total Capital Distribution,0.9528,236,58,170.34828863087992
earnings4,ern4_m4atmiv,VECTOR,"At-the-money implied volatility for month 4 options, annualized (decimal)",0.9692,166,84,170.31319440661912
news12,nws12_afterhsz_1l,VECTOR,Number of minutes that elapsed before price went up 1 percentage points,0.707,922,521,170.26463028444172
model77,mdl177_fa_ebitdaev,MATRIX,TTM EBITDA-to-Enterprise Value: Trailing twelve-month EBITDA divided by enterprise value,0.9747,162,77,170.19104614151559
news12,nws12_afterhsz_01l,VECTOR,Number of minutes that elapsed before price went up 10 percentage points,0.707,874,570,170.17918491185623
analyst4,max_total_assets_guidance_2,MATRIX,The maximum guidance value for Total Assets,1.0,110,100,170.17090459732964
model77,mdl177_earningmomentumfactor_numrevq1_alt,MATRIX,Net number of analyst revisions for fiscal quarter one EPS estimates,0.976,186,56,170.12634250771862
model77,mdl177_valueanalystmodel_qva_incstmt,MATRIX,Rank based on operating income to enterprise value from income statement,0.9719,176,68,170.12202984872457
model53,mdl53_jc6_3year,MATRIX,Annualized default probability at the 3-year horizon (percentage) from the Kamakura Jarrow–Chava v6 model for US issuers,0.9147,276,87,170.0968591342644
model77,mdl177_earningmomentumfactor_surp,MATRIX,"Real earnings surprise; difference between actual and forecast EPS prior to announcement, scaled by price at quarter end",0.9467,174,114,170.0425203810514
model77,mdl177_valuemomemtummodel_earningsvaluationmodule,MATRIX,"Module comprising signals that measure valuation based on earnings, such as price-to-earnings or earnings yield ratios",1.0,120,81,169.9915016922887
model77,mdl177_historicalgrowthfactor_salesaccel4q,MATRIX,Acceleration of sales growth measured over the last four quarters,0.9206,203,139,169.94941205148868
model77,mdl177_2_vma2_vma2_ma_ee,MATRIX,"Earnings Expectations subscore within the Momentum Analyst II component, reflecting analyst forecasts and revisions momentum",1.0,156,47,169.91846310802254
analyst4,anl4_netprofit_high,MATRIX,Net Profit - The highest estimation,0.7667,577,374,169.90036881657582
model77,mdl177_2_earningsqualityfactor_chgshare,MATRIX,Percent change in number of outstanding shares compared to one year ago,0.9912,130,80,169.8442190053737
news12,nws12_afterhsz_result1,VECTOR,Percent change between the price at the time of the news release to the price at the close of the session,0.707,980,420,169.79888876406554
model77,mdl177_earningmomentumfactor_q1aepsg,MATRIX,Estimated EPS growth for the next fiscal quarter,0.9172,232,110,169.77803554221867
model77,mdl177_v1_400_indrelrtn5d_,MATRIX,"5-day industry relative return: stock's return in last 5 days minus industry average, deflated by industry standard deviation of these returns",1.0,131,65,169.77629293599583
model53,mdl53_jc6_6month,MATRIX,Annualized default probability at the 6-month horizon (percentage) from the Kamakura Jarrow–Chava v6 model for US issuers,0.9147,314,62,169.711400020214
model77,mdl177_v1_400_booklev,MATRIX,"Book Leverage: most recently reported quarterly total assets divided by book equity, indicating the leverage ratio using book values",1.0,113,86,169.69152507721788
model77,mdl177_2_managementqualityfactor_yoychgroa,MATRIX,"Yearly Change in Return on Assets: most recent trailing 12-month net income before extra items as % of total assets, minus % for same quarter one year ago",0.9994,145,52,169.62752578484395
model77,mdl177_vra_qva_valuation,MATRIX,"A rank summarizing valuation metrics (e.g., price/book, price/earnings) to indicate how attractive a stock's valuation is compared to peers",1.0,128,66,169.62158714057156
analyst4,anl4_capex_number,MATRIX,Capital Expenditures - number of estimations,0.6173,1394,1199,169.5868811214351
analyst4,anl4_ptp_median,MATRIX,Pretax income - median of estimations,0.7327,735,426,169.56622125343188
fundamental2,fn_comp_options_grants_a,MATRIX,Net number of share options (or share units) granted during the period.,0.6394,1400,753,169.51637730340985
model77,mdl177_2_5yearrelativevaluefactor_rel5ybp,MATRIX,"5-year Relative Book-to-Market: current book-to-market minus the 60-month average, scaled by standard deviation",0.8243,386,242,169.47955414700056
model77,mdl177_earningsqualityfactor_chgshare,MATRIX,Percent change in company's number of shares outstanding over one year,0.9912,126,78,169.409110126921
model77,coefficient_variation_fy1_eps,MATRIX,Coefficient of variation (dispersion) of EPS estimates for fiscal year 1; analyst disagreement,0.9341,189,109,169.38264255056697
model77,mdl177_2_deepvaluefactor_ttmepb,MATRIX,Trailing 12-month earnings per share before non-recurring items divided by trading price,1.0,139,53,169.36134445891443
model77,mdl177_momemtumanalystmodel_qma_epsgrwth_alt,MATRIX,"Rank of earnings growth, measuring changes in trailing twelve month earnings per share scaled by the recent closing stock price (earnings yield, E/P)",0.9698,149,85,169.3580894222301
model77,mdl177_2_deepvaluefactor_ttmepa,MATRIX,Trailing 12-month earnings per share after special items divided by trading price,1.0,135,56,169.34180519653327
model77,mdl177_2_managementqualityfactor_roa,MATRIX,Return on assets: trailing 12-month income before extra items divided by average total assets in the same period,1.0,120,71,169.3412360510477
news12,nws12_mainz_eodclose,VECTOR,Close price of the session,0.9733,138,92,169.3377367970732
pv13,pv13_hierarchys32_sector,GROUP,grouping fields,1.0,106,91,169.33723122986424
model77,mdl177_2_sensitivityfactor400_imr,MATRIX,Volatility Spread,0.9408,209,77,169.33461944062265
model77,housing_starts_indicator,MATRIX,Housing Starts Sensitivity,0.9819,116,109,169.31414117693964
model77,mdl177_pricemomentumfactor_indrelrtn5d_,MATRIX,"Industry-relative return over last 5 days: stock's return minus industry average, deflated by industry standard deviation",1.0,129,61,169.3110164297813
model77,mdl177_v1_400_capexast,MATRIX,Capital expenditure-to-total assets: trailing 12-month capital expenditures divided by total assets from most recent quarter,0.989,144,61,169.30300934943122
model77,mdl177_2_deepvaluefactor_coreepsp,MATRIX,Trailing 12-month core earnings per share from operations (excludes special items) divided by trading price,1.0,135,55,169.25330731103628
model77,mdl177_valanalystmodel_qva_cashflow,MATRIX,Rank of cash flow strength (free cash flow relative to market capitalization),1.0,118,72,169.24353213685725
model77,mdl177_historicalgrowthfactor_chgcfp_alt,MATRIX,"Difference between trailing 12-month cash flow per share and 12 quarters ago, divided by trading price",0.9709,189,50,169.2193688852265
model77,mdl177_historicalgrowthfactor_chgeps,MATRIX,"1-year change in assets-adjusted trailing twelve-month earnings per share before extra items (recent minus 4 quarters ago, divided by avg assets per share)",0.9966,159,42,169.21773873080608
model77,mdl177_2_valueanalystmodel_qva_earnquality,MATRIX,Rank based on the quality and sustainability of earnings,1.0,120,69,169.2003816662142
model77,mdl177_5shortsentimentfactor_sht_int,MATRIX,"Short Interest: the total number of shares currently sold short (but not yet covered), a key indicator of bearish sentiment in a stock",1.0,129,57,168.97755955728792
analyst4,earnings_per_share_standard_deviation,MATRIX,Earnings per share - standard deviation of estimations,0.7237,679,531,168.97414542840974
model77,mdl77_2earningsmomemtummodel_pge_cf,MATRIX,Estimates on the next 1-year average earnings scaled by company's prospects on growth and its stock price.,1.0,122,63,168.91625897052253
analyst4,anl4_qf_az_wol_spe,MATRIX,Earnings per share - The lowest estimation,0.7848,506,276,168.88519756684855
earnings4,ern4_ernmv11,VECTOR,"Stock price move on the eleventh most recent past earnings date, expressed as a percentage change (float, decimal fraction)",0.9692,169,60,168.83235369136918
model77,mdl177_historicalgrowthfactor_chgfcf_alt,MATRIX,"Change in trailing 12-month free cash flow over last year, divided by average total assets",1.0,106,82,168.82249138360203
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_ptp_number,MATRIX,Pre-tax income number of contributing estimates,0.9083,184,171,168.77103063485052
analyst4,sales_estimate_median_quarterly,MATRIX,Sales - median of estimations,1.0,114,70,168.76272066883908
model77,mdl177_deepvaluefactor_proformaep_alt,MATRIX,TTM Pro Forma Earnings-to-Price: trailing 12-month adjusted/pro forma earnings per share divided by trading price,0.9347,171,116,168.7558144421233
analyst4,anl4_qfd1_azeps,MATRIX,"EPS - aggregation on estimations, 50th percentile",0.7848,504,271,168.7545946242336
news12,nws12_afterhsz_result_vs_index,VECTOR,((EODClose - TONLast) / TONLast) - ((SPYClose - SPYLast) / SPYLast),0.707,845,458,168.75044464636497
model77,mdl177_2_pricemomemtummodel2_indrelrtn5d_,MATRIX,"5-day industry-relative return: the stock’s 5-day return minus its industry average, standardized by the industry’s return standard deviation; captures recent momentum relative to peers",1.0,133,51,168.73461659241627
model77,mdl177_5shortsentimentfactor_lend_supply,MATRIX,"Lending Supply: the total quantity of shares available for lending in the market, reflecting liquidity for short sellers",1.0,133,51,168.73461659241627
model77,mdl177_liquidityriskfactor_numest_alt,MATRIX,Number of analyst estimates for fiscal year 1; proxy for analyst coverage,0.993,116,77,168.7052834814255
model77,mdl177_fa_ttmfcfp,MATRIX,Trailing Twelve-Month Free Cash Flow-to-Price: TTM free cash flow per share divided by month-end trading price,1.0,115,67,168.6334404369442
model77,mdl177_2_valueanalystmodel_qva_valuation,MATRIX,"Overall valuation rank, likely reflecting various value measures",1.0,117,63,168.501261661455
model77,mdl177_earningmomentumfactor_surp_alt,MATRIX,"Difference between actual EPS and consensus forecast, scaled by quarter-end price",0.9525,150,100,168.49840095235555
model77,mdl177_2_earningmomentumfactor400_numrevq1,MATRIX,Net number of upward minus downward revisions for fiscal quarter 1 EPS forecasts,0.9711,163,58,168.49635149777058
model77,mdl177_2_liquidityriskfactor_nlassets,MATRIX,Natural logarithm of most recent quarterly total assets,1.0,113,67,168.4595230098255
analyst4,sales_estimate_average_quarterly,MATRIX,Sales - mean of estimations,1.0,112,68,168.4444107101097
model77,mdl177_fa_bp,MATRIX,Book-to-Market: Most recent book value per share divided by month-end trading price,1.0,108,73,168.43380428831227
fundamental2,fnd2_oprlsfmpdcurr,MATRIX,"Amount of required minimum rental payments for operating leases having an initial or remaining non-cancelable lease term in excess of 1 year due in the next fiscal year following the latest fiscal year. Excludes interim and annual periods when interim periods are reported on a rolling approach, from latest balance sheet date.",0.6378,1286,734,168.38004457202544
news12,nws12_afterhsz_result2,VECTOR,Percent change between the price at the time of the news release to the price at the close of the session,0.707,904,371,168.373818708365
model77,mdl177_2_historicalgrowthfactor_chgnpm,MATRIX,"Change in net profit margin from one year ago (quarterly), calculated as the difference between most recent and year-ago net profit margin",0.9562,161,78,168.34320261465894
news12,nws12_mainz_opengap,VECTOR,(DayOpen - PrevClose) / PrevClose,0.9741,125,90,168.32711660209904
model77,mdl177_2_liquidityriskfactor_de,MATRIX,Long-term debt-to-equity; latest long-term debt divided by book equity,1.0,131,48,168.28712071641684
model77,mdl177_valanalystmodel_qva_yoychgdebt,MATRIX,Rank based on year-over-year change in debt issuance,1.0,145,39,168.28046348765304
pv13,pv13_hierarchy23_513_sector,GROUP,grouping fields,0.9933,106,84,168.27154462707063
model77,mdl77_2earningsmomemtummodel_fc_fcfroey1p,MATRIX,Product of TTM FCF Yield and Forward ROE: It is defined as the trailing 12-month free cash flow per share multiplied by the next 4-quarter consensus earnings forecasts divided by the most recently reported book value per share scaled by its trading price.,1.0,135,45,168.269755839806
model77,mdl77_2earningsmomemtummodel_fc_numrevy1,MATRIX,"Net Number ofRevisions for Fiscal Year 1: It is defined as the weighted average of the number of FY1 analyst earnings forecasts raised less the number lowered within a month, divided by the total number of analyst forecasts.",1.0,119,58,168.26260464734906
model77,mdl177_2_earningmomentumfactor400_rev1q1,MATRIX,Change in fiscal quarter 1 EPS forecast compared to the prior period,0.9717,134,81,168.25634402070557
model77,mdl177_2_garpmodel_gpm_composite,MATRIX,GPM Composite Model,1.0,144,39,168.21173469477543
model77,mdl177_2_historicalgrowthfactor_chgfcf,MATRIX,Change in trailing 12-month free cash flow over the past year divided by average total assets,0.9985,110,69,168.18777822337015
analyst4,anl4_bac1detailafv110_item,VECTOR,Financial item,0.7154,657,566,168.13384583189193
model77,mdl177_fangma_gpam_usa_fangma_gpam1,MATRIX,A metric evaluating short-term growth or profitability performance for a selected group of large technology companies.,1.0,119,56,168.09017376699322
model77,mdl177_historicalgrowthfactor_chg3yepsp_alt,MATRIX,"Difference between trailing 12-month earnings per share now and 12 quarters ago, divided by month-end trading price",0.9513,172,71,168.0462465400581
model77,mdl177_5shortsentimentfactor_benchmark_fee,MATRIX,Implied loan rate or benchmark borrowing fee in the securities lending market,1.0,101,77,168.03327226629065
analyst4,anl4_qfv4_eps_high,MATRIX,Earnings per share - The highest estimation,1.0,118,56,168.00649127028805
model77,mdl177_2_vma2_vma2_ma_pm,MATRIX,Price Momentum; measures price trend or momentum for the stock over a selected period,1.0,130,46,168.00271124056178
model77,mdl177_garpanalystmodel_qgp_alert,MATRIX,Alert Rank,1.0,126,49,168.00198589172663
analyst4,earnings_per_share_median_value,MATRIX,Earnings per share - median of estimations,1.0,100,77,167.93474930186053
model77,mdl177_2_historicalgrowthfactor_salesaccel4q,MATRIX,Measure of acceleration in quarterly sales growth over the last 4 quarters,0.9206,173,127,167.9107043117434
model77,mdl177_2_pricemomentumfactor_volpre6m,MATRIX,6-month moving average of monthly turnover ratio (trading volume relative to shares outstanding),0.9991,107,68,167.90184479422848
analyst4,anl4_totassets_high,MATRIX,Total Assets - The highest estimation,0.7213,708,411,167.8736720120689
model77,mdl177_2_vma2_vma2_ma_em,MATRIX,"Reported Earnings Momentum subscore within the Momentum Analyst II component, tracking momentum in realized earnings results and surprises",1.0,139,39,167.86082149666274
news12,nws12_mainz_lowexcstddev,VECTOR,"(TONLast - EODLow)/StdDev, where StdDev is one standard deviation for the close price for 30 calendar days",0.9691,153,60,167.83389534500284
model77,mdl177_2_valuemomemtummodel_earningspricelinkmodule,MATRIX,Earnings-Price Link Module,1.0,108,64,167.7854151717696
analyst4,max_net_income_guidance,MATRIX,The maximum guidance value for net profit.,1.0,97,79,167.75980796007514
model77,mdl177_vra_qva_earnquality,MATRIX,"A composite rank of earnings quality using multiple metrics such as earnings shortfall and inventory changes, reflecting the reliability and sustainability of reported earnings",1.0,115,56,167.75115825023641
analyst4,max_tangible_book_value_per_share_guidance,MATRIX,Tangible Book Value per Share - maximum guidance value,1.0,93,85,167.70468430396758
pv13,pv13_new_3l_scibr,GROUP,grouping fields,0.9896,102,87,167.6939739546874
analyst4,anl4_totassets_value,MATRIX,Total Assets - actual value,0.6486,1308,497,167.68318804422228
news12,nws12_mainz_rangestddev,VECTOR,"(RangeAmt-AvgRange)/RangeStdDev, where AvgRange is the average of the daily range, and RangeStdDev is one standard deviation for the daily range, both for 30 calendar days",0.9691,132,78,167.66073054455265
analyst4,sales_estimate_stddev_quarterly,MATRIX,Standard deviation of Sales estimations,0.7259,679,390,167.65446578162835
earnings4,ern4_avg20doptvolu,VECTOR,20-day average total options trading volume,0.9692,146,63,167.61874128458572
earnings4,ern4_90div,VECTOR,"Interpolated implied volatility over 90 calendar days, annualized percent",0.9692,131,78,167.59525848819882
model77,mdl177_earningmomentumfactor_y2repsg_alt,MATRIX,Forecasted 2-year ahead EPS growth,0.9584,139,86,167.58596481936596
model77,mdl177_2_deepvaluefactor_ttmgfp,MATRIX,Trailing 12-month growth flow-to-price (GAAP earnings plus R&D) per share divided by trading price,1.0,122,48,167.5809450442773
model77,mdl177_garpanalystmodel_qgp_composite,MATRIX,"Combined score based on GARP-specific metrics, summarizing the overall attractiveness of a stock according to Growth at a Reasonable Price factors",1.0,135,39,167.5709461279302
analyst4,anl4_baz1v110_person,VECTOR,Broker Id,0.7154,636,537,167.54698935653056
model77,mdl177_2_managementqualityfactor_revper,MATRIX,Total sales for the trailing 12 months divided by number of employees at last fiscal year end,0.9526,155,77,167.54210420594333
model77,mdl177_garpanalystmodel_qgp_wratingchg,MATRIX,"Weighted change in analyst ratings over past 6 months, reflecting recent evolution in analyst sentiment",1.0,103,67,167.54144751729424
model77,mdl177_fangma_mam_usa_fangma_mam7,MATRIX,"Momentum analyst model 7 for FANGMA (Facebook, Apple, Netflix, Google, Mircosoft, Amazon)",1.0,119,50,167.5340455914421
model77,mdl177_vra_qma_epsgrwth,MATRIX,"A rank measure of a stock's earnings growth relative to peers, indicating how strong its earnings growth is compared to others in the universe",0.9686,141,67,167.51580910189315
model77,mdl177_earningmomentumfactor_numrevy1,MATRIX,Net # of Revisions for Fiscal Year 1,0.9825,144,48,167.4764389147589
analyst4,operating_profit_before_interest_tax,MATRIX,Earnings Before Interest and Taxes (EBIT) - Actual Value,0.9274,159,120,167.47069088032197
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_eps_number,MATRIX,Number of Earnings Per Share estimates,0.9844,103,90,167.438206523998
model77,mdl177_2_deepvaluefactor_ttmsp,MATRIX,Trailing 12-month sales per share divided by month-end trading price,1.0,99,71,167.4350324549612
analyst4,anl4_qfd1_az_wol_spe,MATRIX,Earnings per share - The lowest estimation,0.7848,446,265,167.42306749004416
model77,mdl177_fangma_mam_usa_fangma_mam16,MATRIX,"Momentum analyst model 16 for FANGMA (Facebook, Apple, Netflix, Google, Mircosoft, Amazon)",1.0,138,36,167.39932889452805
model77,mdl77_earningsmomemtummodel_fc_fcfroey1p,MATRIX,Product of TTM FCF Yield and Forward ROE: It is defined as the trailing 12-month free cash flow per share multiplied by the next 4-quarter consensus earnings forecasts divided by the most recently reported book value per share scaled by its trading price.,1.0,125,44,167.3961315183664
model77,earnings_momentum_analyst_score,MATRIX,Reported Earnings Momentum (submodule of Momentum Analyst II),1.0,100,69,167.39368137865938
model77,mdl177_2_momemtumanalystmodel_qma_epsgrwth,MATRIX,"Rank representing change in trailing twelve month EPS growth, scaled by recent stock price (earnings yield based)",0.9687,136,70,167.38320864348782
model77,mdl177_historicalgrowthfactor_pctchgeps_alt,MATRIX,Percent change in trailing 12-month earnings per share before extra items now compared to 4 quarters ago,0.9935,149,35,167.37394763324312
pv13,pv13_hierarchy_f4_sector,GROUP,grouping fields,1.0,93,79,167.34308099606946
analyst4,guidance_reporting_currency,MATRIX,Pricing Currency where the security trades - Annual,1.0,91,82,167.31208880947338
analyst4,estimate_value_currency_code_detail_qtr,VECTOR,Home currency of instrument,0.964,117,102,167.28049118580483
fundamental2,fn_entity_common_stock_shares_out_a,MATRIX,"Indicate number of shares or other units outstanding of each of registrant's classes of capital or common stock or other ownership interests, if and as stated on cover of related periodic report. Where multiple classes or units exist define each class/interest by adding class of stock items such as Common Class A [Member], Common Class B [Member] or Partnership Interest [Member] onto the Instrument [Domain] of the Entity Listings, Instrument.",0.7161,703,410,167.27074963406162
analyst4,pretax_income_max_guidance_qtr,MATRIX,The maximum guidance value for Pretax income.,1.0,89,85,167.2698331845702
analyst4,dividend_min_guidance_quarterly,MATRIX,Minimum guidance value for Dividend per share,1.0,89,85,167.2698331845702
model77,mdl177_2_vma2_vma2_va_eq,MATRIX,"Earnings Quality subscore within the Value Analyst II component, capturing the reliability and sustainability of earnings (e.g., accruals quality, consistency)",1.0,118,48,167.25033642166844
model77,mdl177_2_surpriseanalystmodel_qsa_estexpect,MATRIX,Rank indicating the trend or direction of analyst estimate changes for a company (estimate trend rank),0.977,155,44,167.231872521347
fundamental2,fn_op_lease_min_pay_due_a,MATRIX,Amount of required minimum rental payments for leases having an initial or remaining non-cancelable letter-terms in excess of 1 year.,0.6027,1500,860,167.1993408384733
model77,mdl177_deepvaluefactor_navp_alt,MATRIX,"Ratio of a company’s net asset value per share (tangible book value) to its current share price, indicating how much balance-sheet net worth backs each share relative to market value",1.0,98,69,167.1936747115927
analyst4,max_free_cashflow_guidance,MATRIX,The maximum guidance value for Free Cash Flow.,1.0,91,80,167.1901315438526
model77,mdl177_valueanalystmodel_qva_finstmt_alt,MATRIX,Rank based on a composite of multiple financial statement metrics,0.9919,100,78,167.1884444307477
analyst4,est_ebitda,MATRIX,"Earnings before interest, taxes, depreciation, and amortization - mean of estimations",0.6046,1943,492,167.1875757204173
analyst4,anl4_bvps_high,MATRIX,"Book value - the highest estimation, per share",0.6499,1142,572,167.15854522152182
model77,mdl177_2_sensitivityfactor400_ag,MATRIX,Aggregate Gamma,0.9393,185,65,167.13574044726414
model77,mdl177_liquidityriskfactor_nlprice_alt,MATRIX,Natural logarithm of the cube of the stock’s unadjusted closing price; log-transformed price metric,1.0,96,71,167.13044038011412
model77,mdl177_valueanalystmodel_qva_cashflow_alt,MATRIX,Rank based on free cash flow relative to market capitalization,0.9615,149,64,167.12828929044073
analyst4,min_tangible_book_value_per_share_guidance_2,MATRIX,Tangible Book Value per Share - Minimum guidance value,1.0,89,82,167.09229974228563
model77,mdl177_2_deepvaluefactor_ebitdap,MATRIX,Trailing 12-month EBITDA per share divided by month-end trading price,0.9766,130,61,167.04764515723699
analyst4,sales_estimate_average_annual,MATRIX,Sales - mean of estimations,1.0,96,69,166.98958599528063
fundamental2,fn_allocated_share_based_compensation_expense_a,MATRIX,"Represents the expense recognized during the period arising from equity-based compensation arrangements (for example, shares of stock, unit, stock options or other equity instruments) with employees, directors and certain consultants qualifying for treatment as employees.",0.6739,959,475,166.88642211577593
analyst4,pretax_income_reported_min_guidance,MATRIX,Reported Pretax income - minimum guidance value,1.0,91,75,166.87155247192206
model77,mdl177_fa_chgocfp,MATRIX,One-year change in price-adjusted trailing twelve month operating cash flow per share,0.9974,129,39,166.8597417751255
model77,mdl177_2_garpanalystmodel_qgp_alert,MATRIX,"Ranking indicator highlighting stocks that trigger specific GARP alert signals, possibly for rapid reassessment or attention",0.9898,127,47,166.85630769373563
model77,mdl177_historicalgrowthfactor_pctchgqtrast,MATRIX,"1-year growth rate in quarterly total assets per share, comparing most recent reported value to that of four quarters ago",1.0,104,57,166.84181855430734
analyst4,anl4_qfv4_median_eps,MATRIX,Earnings per share - median of estimations,1.0,93,71,166.81627841778032
model77,mdl177_liquidityriskfactor_nlassets_alt,MATRIX,Natural logarithm of the most recent quarterly total assets; serves as a size metric,1.0,114,47,166.80532633817197
analyst4,anl4_gric_number,MATRIX,Gross income - number of estimations,0.6026,1329,996,166.7130960619672
model77,mdl177_historicalgrowthfactor_chg3yepsast_alt,MATRIX,"Difference in trailing 12-month earnings per share before extra items versus 12 quarters ago, adjusted by average total assets per share",0.9482,162,65,166.70577571819976
model77,equity_value_score,MATRIX,Earnings Quality (submodule of Value Analyst II),1.0,106,53,166.67320857744042
analyst4,net_debt_min_guidance_qtr,MATRIX,Minimum guidance value for Net Debt,1.0,88,77,166.66990783076935
news12,nws12_mainz_57p,VECTOR,The minimum of L or S above for 7.5-minute bucket,0.9741,104,93,166.66607741292523
sentiment1,snt1_d1_fundamentalfocusrank,MATRIX,"Rank (0-100) emphasizing longer-term, fundamental/value metrics; higher values for buy signal, lower for sell signal",0.603,2554,264,166.65672415630914
model77,mdl177_2_earningmomentumfactor400_numrevy1,MATRIX,Net number of upward minus downward revisions in FY1 EPS forecasts,0.9825,109,71,166.63813425300444
model77,mdl177_liquidityriskfactor_de_alt,MATRIX,Long-term debt to equity ratio: Most recent long-term debt divided by book equity; measure of leverage,1.0,103,55,166.57066744508944
model77,mdl177_fangma_dvf_usa_fangma_dvf22,MATRIX,"Deep value factors 22 for FANGMA (Facebook, Apple, Netflix, Google, Mircosoft, Amazon)",1.0,111,47,166.5409937674904
pv13,pv13_hierarchy_min54_3000_sector,GROUP,grouping fields,1.0,88,75,166.54003039875306
model77,mdl177_2_growthanalystmodel_qga_niroe,MATRIX,Return on equity computed using net income (Net Income / Shareholders' Equity),0.994,136,35,166.5174039505618
model77,mdl177_fa_actrtn1m,MATRIX,1-Month Active Return,1.0,138,30,166.51467535373266
news12,news_pre_vwap,MATRIX,Pre-session volume-weighted average price,0.8289,308,191,166.51088962911638
analyst4,min_ebit_guidance,MATRIX,Minimum guidance value for Earnings Before Interest and Taxes (EBIT),1.0,86,78,166.50632044888096
model77,mdl177_fangma_vmm_usa_fangma_vmm11,MATRIX,"Value momentum 11 for FANGMA (Facebook, Apple, Netflix, Google, Mircosoft, Amazon)",1.0,98,60,166.50556782221247
model77,mdl177_earningsmomemtummodel_chgsup_alt,MATRIX,Change in EPS Surprise,1.0,118,41,166.47958302253215
model77,mdl177_2_earningsqualityfactor_salerec,MATRIX,Difference between the yearly percent change in trailing 12-month sales and the yearly percent change in accounts receivable,0.8475,319,120,166.41216268592143
analyst4,anl4_ebit_mean,MATRIX,Earnings before interest and taxes - mean of estimations,0.7097,714,380,166.4068223025736
analyst4,max_total_assets_guidance,MATRIX,The maximum guidance value for Total Assets.,1.0,83,82,166.4023710274161
model77,mdl177_valueanalystmodel_qva_earnquality,MATRIX,Rank of the quality or sustainability of earnings,1.0,121,38,166.35801867798082
model77,mdl177_v1_400_reinrate,MATRIX,"Reinvestment rate: trailing 12-month earnings per share before extra items, less trailing 12-month dividends per share by ex-date, divided by average book equity per share in the same period",0.9524,134,81,166.32634402070556
model77,mdl177_2_momemtumanalystmodel_qma_composite,MATRIX,Rank representing composite momentum signal derived from analyst-related factors,1.0,137,29,166.27852375988283
analyst4,anl4_bvps_mean,MATRIX,Book value per share - average of estimations,0.6499,1098,515,166.24209337144404
model77,mdl177_earningmomentumfactor_numrevq1,MATRIX,Net number of analyst revisions for fiscal quarter 1; weighted average of forecast increases minus decreases for Q1,0.9711,130,57,166.1641882847436
model77,mdl177_2_historicalgrowthfactor_susgrowth,MATRIX,Maximum sustainable growth rate for the firm without increasing leverage,0.9523,130,83,166.13605722622808
model77,mdl177_deepvaluefactor_ttmpiqp_alt,MATRIX,TTM Pretax Income-to-Price: trailing 12-month pretax income per share divided by trading price,1.0,110,44,166.12861446197493
fundamental2,fn_income_tax_expense_a,MATRIX,Income Tax Expense (Benefit),0.6933,910,307,166.12592788746744
model77,mdl177_2_earningmomentumfactor400_stdevfy2epsp,MATRIX,Standard deviation of FY2 EPS estimates scaled by price,0.9486,128,92,166.121121509383
socialmedia12,scl12_alltype_sentvec,VECTOR,sentiment,0.9525,141,69,166.0507467862594
analyst4,est_grossincome,MATRIX,Gross income - Mean of estimations,0.6246,1374,525,166.04859616469528
pv13,pv13_hierarchy_min5_f3g2_sector,GROUP,grouping fields,1.0,86,71,166.04241178162613
model77,mdl177_momemtumanalystmodel_qma_earnexp_alt,MATRIX,"Rank reflecting analyst expectations, calculated as an equal-weighted average of analyst earnings revisions and ratings change ranks",0.9807,146,36,166.0289154310085
analyst4,max_free_cashflow_per_share_guidance,MATRIX,The maximum guidance value for free cash flow per share.,1.0,83,76,166.02719509770154
model77,mdl177_earningmomentumfactor_rev1q1,MATRIX,Revision in fiscal Q1 EPS forecasts; change in current Q1 forecast minus previous Q1 forecast,0.9717,114,71,166.00265187871278
